,code,title,resume,content,keyword
686,MGT-430,Quantitative systems modeling techniques,"This course is dedicated to various modelling tools, optimization methods and decision analysis techniques, with a specific focus on logistics.","Introduction to operations research and graph coloring, linear programming, flow theory, graph covering models (with applications in network design, distribution and transportation), distribution, heuristic methods and vehicle routing problems, facility location problems, job shop, facility layout, balancing an assembly line, open shop. ","Modelling techniques, operations research"
687,COM-501,Advanced cryptography,"This course reviews some failure cases in public-key cryptography. It introduces some cryptanalysis techniques. It also presents fundamentals in cryptography such as interactive proofs. Finally, it presents some techniques to validate the security of cryptographic primitives.","  Public-key cryptography: Factoring, RSA problem, discrete logarithm problem, attacks based on subgroups   Conventional cryptography: differential and linear cryptanalysis, hypothesis testing, decorrelation   Interactive proofs: NP-completeness, interactive systems, zero-knowledge   Proofs techniques: Security of encryption, random oracles, game reduction techniques  ","cryptography, cryptanalysis, interactive proof, security proof"
688,PENS-208,Architectural survey for territories,This project will take place in Valais where it is planned to study the reuse and transformation of the agricultural hamlet of Thur in Isérables. Architectural issues and built structures analysis join issues about agriculture specialized on the topic of alpine garden.,"Language en                                                  NaN fr    Le travail est élaboré sur les dessins des bât... Name: Contenu, dtype: object","Language en                                                  NaN fr    - Montagne\n- Paysage\n- Territoire\n- Vernacu... Name: Mot-clef, dtype: object"
689,BIOENG-442,Biomaterials,"This course covers the fundamental concepts behind the design, function and application of state-of-the-art biomaterials, that is, materials that are designed based on a molecular understanding of their interactions with biological systems.","Part I: Biological fundamentals    Cells, extracellular matrices and tissues  Proteins and protein adsorption, immunological aspects of biomaterials  Stem cells and tissue regeneration Angiogenesis  Part II: Biomaterials classes   Biomaterials for devices, structural and chemically degradable biomaterials  Micro- and nanoparticles  Extracellular matrix-mimicking biomaterials  Hydrogels as biomaterials  Self-assembly and supramolecular biomaterials  Biomaterials for gene delivery and vaccination   Part III: Emerging design and applications of biomaterials   Tailoring materials for stem cell biology  Biomaterials for tissue engineering Biomaterials for modulation of the immune system High-throughput screening of biomateriials   ","Language en    \n\nCells, extracellular matrix, tissue, regen... fr                                                  NaN Name: Mot-clef, dtype: object"
690,ENV-525,Physics and hydrology of snow,"This course covers principles of snow physics, snow hydrology, snow-atmosphere interaction and snow modeling. It transmits sound understanding of physical processes within the snow and at its interfaces with the atmosphere and the ground, including field, laboratory, and modeling techniques."," Processes of snow formation in the atmosphere Physical (thermal, optical, mechanical) properties of snow Snow accumulation, transport, redistribution Heat and mass transfer in snow, metamorphism Energy balance within snow and at its boundaries Processes of snow pack ablation and melt Snow cover variability and interaction with vegetation Snow cover-climate interactions at various scales Measurement methods and field techniques Remote sensing of snow at different scales Approaches of snow cover modeling Snow modeling using the SNOWPACK model ","Snow, glaciology, cryosphere, avalanches, hydrology, atmospheric boundary layer, environmental physics"
691,ChE-437,Bioprocesses and downstream processing,"This course aims at a more advanced coverage of the basic aspects discussed in module ChE-311. It is however of a stand-alone nature, and even students who have little knowledge on bioprocess development shall benefit as well from this module.","Manfred Zinn  Upstream processing: introduction and  basics in cultivation Bioprocess design for batch, fed-batch  and chemostat  cultures Special bioprocesses and applications  Kurt Eyer  Bioreactors & Fermenters: Basics Characterization of biological reactor  systems Scale-up procedure: science or art? Applied examples and economic aspects  of industrial bioprocesses  Simon Crelier  Downstream processing: introduction and  liquid-solid separation Cell lysis and precipitation Liquid-liquid extraction Adsorption and chromatography Membrane-based separations Polishing steps and latest trends ","Bioprocess engineering: Basic function of a bioreactor, different types of bioreactors, agitation and oxygen transfer, upstream processing, sterilization techniques, bioprocess automation, PAT, Liebig's law, mass and energy balances, oxygen requirements, yield coefficients, growth kinetics, Monod kinetics, microbial growth on defined and complex media, substrate inhibition, feed strategies, product formation, high cell-density fed-batches, chemostat, nutrient limitation, wash-out, optimal productivity, scale-up. Downstream processing: significance of DSP; chemical and biotechnological DSP;  purity; yield; (bio)activity retention; physical and thermal separations; equilibrium; kinetics, sedimentation; centrifugation; filtration; cake and filter resistance; cell lysis; high pressure homogenizator; bead mill;raffinate; extract; partition coefficient; equilibrium line; operating line; graphical solutions; ATPS; precipitation; precipitation agents; Cohn equation; adsorbent and adsorbate; adsorption isotherm; Langmuir; Freundlich; adsorption kinetics; breakthrough curve; ion exchange; hydrophobic interaction; affinity chromatography; SEC; van Deemter equation; cross-flow; membranes; transmembrane pressure; osmotic pressure; retention factor; molecular weight cut-off; downstream bottleneck; convection vs diffusion; monolith and membrane chromatography; single-use equipment; ABC approach."
692,EE-532,Integrated circuits technology,This course will give an overview of some of the most relevant aspects of CMOS technology used to design and fabricate integrated circuits. Current research and challenges brought about by shrinking Field Effect Transistors down to the nm scale will also be tackled. ,•Introduction & Basics of integration technology •Cleaning processes •Thermal treatments •Implantation •Semiconductor Film growth •Lithography •Etching processes •Metallization •Process Integration •Advanced multigate nano scale FET architectures.,Silicon CMOS MOSFET SOI Implantation. Etchning. Annealing isolation oxide  
693,CIVIL-446,Modelling of transport systems,Introduction to key elements of the modeling of urban and interurban transport systems. Introduction to the EMME/4 planning tool and implementation of this tool in the case of Lausanne-Morges agglomeration.,"Language en                                                  NaN fr    Modélisation des systèmes de transports\nTrans... Name: Contenu, dtype: object","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
694,HUM-203(a),History of contemporary Asia B,"Introduction to the modern history of Japan and China, the success of the modernization process in Japan, and the further development of militarism leading to a confrontation with China plagued by internal strife and a regime of unequal treaties.","Historical and economic trajectories of South-East Asia This class aims at providing an introduction to modern South-East Asian countries historical trajectories so that students will be able to understand the issues and constraints of development of this area. Countries of this part of the world have become key players on the international political and economic stage. The study cases will focus on the Asians dragons and tigers (mainly China, Japan, South Korea, Vietnam and Indonesia). They aim at undestanding the historical trajectories of each country but also the cultural, political and economic factors that shape those countries as major players in the current international context.","Civilization, history, south-East Asia, development, modernization  "
695,PHYS-101(c),General physics I,"Give the student the basic notions that will allow him or her to have a better understanding of physical phenomena, such as the mechanic of point masses. Acquire the capacity to analyse quantitatively the consequences of these effects with appropriate theoretical tools.","The course may contain, but not exclusively, the following elements : MechanicsIntroduction and kinematicsReference frames, trajectories, velocity, acceleration, Cartesian, spherical and cylindrical coordinates.Dynamics of pint massMomentum, Newton's laws, fundamental forces, empirical forces and constraints. Oscillatory motion, Angular momentumWork, power, energyKinetic energy, potential energy, conservation laws, gravitational motion. Collisions and percussions.","General physics, point masses, coordinates, kinematics, energy, work"
696,BIO-477,Infection biology,Infectious diseases (ID) are still a major problem to human health. But how do pathogens make us sick? How do they evolve and spread? The discovery and use of antibiotics and vaccination has changed the outcome of some IDs. But resistance mechanisms have evolved and are of major concern.," Evolution of pathogens and horizontal gene transfer Bacterial infections (intra vs. extracellular bacteria) Identification of virulence factors Diarrheal diseases Respiratory diseases Bacterial communities and gut microbiota Antimicrobials Viral infections Eukaryotic pathogens (Plasmodium, Trypanosome, Worms) Pathogenic fungi Vaccination strategies Bioethics ","Language en    Infection Biology; bacterial pathogens; viruse... fr                                                  NaN Name: Mot-clef, dtype: object"
697,PHYS-436,Statistical physics IV,"his course covers non-equilibrium statistical processes in the classical regime and treats important historical developments by Einstein, Boltzmann and Kubo. The second part of this course covers modern Quantum Stochastic methods and their application in modern Quantum Optics and Condensed Matter","I. Introduction to classical non-equilibrium thermodynamics- Brownian Motion and Einstein relation- Fokker Planck Equation	- Boltzmann Equation - Anomalous Diffusion, Levy Flights- Boltzmann Equation II. Statistical Mechanics of Linear Response- Kubo Formula- Fluctuation Dissipation Theorem	- Markovian Processes III. Open Quantum Systems: Quantum mechanical description of Dissipation - The quantum Master equation and open quantum systems- The damped quantum mechanical harmonic oscillator - Two level system in a heat bath, de-phasing processes.- Quantum stochastic Langevin equations - Examples: Dephasing of Josephson junction Qubits  IV. Quantum Noise and Quantum Measurements - Quantum Noise and basics of linear quantum measurements- Classical versus Quantum mechanical spectral densities IV. Special topics: stochastic quantum methods in Quantum Optics- Applications of quantum statistical processes and simulation thereof using the MATLAB Quantum Optical Toolbox- Input-output theory Gardiner and Collet- Applications of stochastic quantum Langevin equations in Quantum Optics:Master equation, Fokker Planck equation for Optical Parametric Oscillator, Ito formalism, Phase diffusion in Lasers- Thermodynamical noise in Physics and precision measurements   ","Language en                                                  NaN fr    Brownian motion, Dissipation Fluctuation Theor... Name: Mot-clef, dtype: object"
698,CH-401,Advanced NMR and imaging,Principles of Magnetic Resonance Imaging (MRI) and main applications to medical imaging.  Principles of modern multi-dimensional NMR in liquids and solids and application to biomolecules and materials. Principles of Hyperpolarization.  ,"    Projections of objects using magnetic field gradients. Image reconstruction by back- projection and by Fourier transformation.  Contrast based on relaxation, diffusion, and contrast agents.  Functional imaging.  Imaging of flow and angiography.  Advanced multi-dimensional correlation methods in magnetic resonance. Applications to protein strucutre determination and to determination of metabolism. Principles of multiple-pulse solid-state NMR. Applications to materials science. Principles of Nuclear Hyperpolarization and applications to imaging and spectroscopy.   ","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
699,MATH-101(c),Analysis I,"We study the fundamental concepts of analysis, calculus and the integral of real-valued functions of a real variable.","  - Reasoning , proving and arguing in mathematics - Numbers, structures and functions - Sequences, limit and continuity - Series of reals - Real-valued functions of a real variable and convergence - Differential Calculus and the Integral ","real numbers, function, sequence,convergent/divergent sequence, limit, subsequence, limit of a function, continuous function, series of real numbers, convergent/divergent series, absolute convergence, derivative, class C^k, mean value theorem, Taylor's theorem, Taylor series, Riemann integral, indefinite integral, intermediate valuetheorem,"
700,MATH-467,Probabilistic method,"We systematically explore the exciting fact that randomness (i.e., coin flipping) can be used profitably to construct various mathematical structures with unexpected and often paradoxical properties, and to efficiently solve otherwise hopelessly difficult computational tasks.","Language en    \nLinearity of expectation \nApplications in c... fr                                                  NaN Name: Contenu, dtype: object","Language en    random variable, expected value, probabilistic... fr                                                  NaN Name: Mot-clef, dtype: object"
701,BIO-104,Biology II,"Completing Biology I, Biology II covers the basic concepts of evolution, development, interactions between species before explaining the mechanisms governing gene expression. ","Part III : Evolution (Duboule)  Evolution  of species, Darwinian theory. Evolution of  genomes; contribution of bioinformatics. Evolution of populations. Animal development, the early      phases, the evo-devo perspective.  Part IV : Diversity of the living World (Lemaitre)  Bacteria Archeae Protists Fungi Animals (Invertebrate and      Vertebrate) Immune system  Part V : Mechanisms of gene expression  Transcription Post-trasncriptional modifications Translation   ","Language fr    NaN en    NaN Name: Mot-clef, dtype: object"
702,UNIL-101,General chemistry I (for BIU+PHU),"To acquire the basic concepts to understand the impact of chemistry for a biologist or a pharmacist, in particular with regard to the comprehension of the essential phenomena of the Life (breathing, cellular activityâŠ)","This course will present the chemical concepts and will systematically apply them to biological phenomena.  Some spectroscopic techniques useful for the laboratory will be also presented, for example for the analysis of a substance or to the medical diagnosis.   This formation proceeds over two semesters. It consists in a course associated with exercise as well as practical labs. The student will familiarize himself/herself with the basic techniques of the laboratory and the classical methods of analysis (which will illustrate the instrumental techniques presented to the course).   At the end of this teaching, the student will have acquired the basic concepts of chemistry necessary to his course, particularly with regard to the biology-chemistry interface and will have the opportunity to apply them to real biological or pharmaceutical examples. He/she will be able  id=ud_10>to solve a certain number of  id=ud_11>chemical problems, in a quantitative way. He/she will have acquired a certain experiment in the qualitative/quantitative analysis and the use of certain useful spectroscopic tools of interest for his/her future studies.",chemical biological interface thermodynamics equilibrium constants pH pKa energetics matter and chemistry
703,MATH-232,Probabilities and statistics,A basic course in probability and statistics,"Language en    Revision of basic set theory and combinatorics... fr                                                  NaN Name: Contenu, dtype: object","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
704,ChE-596,Engineering internship (Master in Chemical engineering and Biotechnology),The student makes an industrial internship from 4 to 6 months in a field where the chemical engineer competences are brought out.,"The internship is an important experience for our students allowing them to reach the following goals:  immersion of the student  in the professional world,  emphasizing the importance of team work getting acquainted with company processes understanding the skills  required by a professional engineer  The internship from 4 to 6 months is realized in a large field where the chemical engineer competences are brought out. Students undertake their internship in a company or in a non-academic organization which subject has previously been validated by the Section. The internship's offer can be consulted on Is-Academia. The internship's organization has to be made with the coordinator, Mrs Catherine Marselli.","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
705,MATH-454,Parallel and high-performance computing,"This course provides insight into a broad variety of High Performance Computing (HPC) concepts and the majority of modern HPC architectures. Moreover, the student will learn to have a feeling about what architectures are suited for several types of algorithms.","Language en    HPC overview:\n\n Today's HPC: Beowulf-style c... fr                                                  NaN Name: Contenu, dtype: object","Language en    HPC, Parallelization, MPI, GPU\n  fr                                  NaN Name: Mot-clef, dtype: object"
706,HUM-326,Graphic design IV,"Practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.","The project consists in the manipulation of a series of images, which will be associated with a selection of texts to create a publishing. The techniques of representation, the principles of layout, the various forms of publishing, the editorial structures, the typographic possibilities and the printing techniques will be studied.","Image vs. text, editing, layout, typography, printing"
707,FIN-403,Econometrics,The course covers basic econometric models and methods that are routinely applied to obtain inference results.,"- Linear models;- Least squares regression;- Instrumental variables;- Nonlinear models;- Nonspherical errors;- Generalized method of moments;- Panel data models, fixed effects and random effects;- Consistency, efficiency and asymptotic distribution of estimators;- Hypothesis testing",Linear models - least squares regression  
708,MSE-430,Life cycle engineering of polymers,"Students understand what life cycle engineering is and apply this methodology to adapt and improve the durability of polymer-based products. They understand how to recycle these materials and are able to perform an environmental assessment, based on several practical case studies.","Introduction to life cycle engineering and sustainable development- Resources, material intensity and durability    Durability of polymers- Phenomenology of time-dependent polymer properties- Aging and degradation of polymers- Stabilization and protection of polymers- Accelerated aging methods and long term property prediction- Case study of an automotive component- Non-destructive testing and health monitoring- Self-repair polymers    Recycling of polymers- Collection, identification and recycling methods- Case study: closed-loop recycling of composites- Group work: recycling of pharmaceutical packaging    Life cycle assessment and design- Methods and examples- Case study: natural fibers vs glass fibers reinforced composites- Group work: life cycle engineering of an industrial component","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
709,EE-539,Electric filters,Introduction to approximation and synthesis methods for analog filters. Modern realization technologies are described including their limitations,Analog circuits and systems (reminders) Definition of the analog filtering problem Theory of a non-dissipative 2-ports Analytic approximations Numerical approximations Phase shifters Circuit approximation Active filters Introduction to digital filtering Switched capacitor filters,Passive electrical filters. Active electrical filters.
710,CIVIL-312,Hydraulic structures and schemes ,"Hydraulic structures and schemes  are vital for ensuring supply of  clean and renewable  energy as well as water in enough quantity and sufficient good quality  in order to fight against famine, poverty and deceases in the world. ","	Objectives and function of hydraulic schemes: flood protection schemes, hydropower plants, multipurpose schemes (flood protection, energy production, irrigation, navigation, water supply).	Particularities of hydraulic schemes: protection of nature and environment; key factor for economical development, sustainable development; realisation, monitoring and maintenance, hydraulic calculations.		Flood protection measures: bed load transport in natural channels, river bank stabilisation, flood retention basin, diversion and management of floods, soil bioengineering.	Weirs on rivers: layout and selection criteria of type of structures, types and fonctioning of gates. Principles of hydraulic design and construction details of weirs including stability analysis. River intakes: choice of type and design cirteria (side, frontal and bottom intake). Management of sediment transport and floating debris. Design and cleaning of trash racks.	Layout and design of desilting facilities. Constructive details and flushing systems.		Waterway systems: free surface channel and tunnels, penstocks, pressure tunnels and shafts. Design criteria for optimum alignment and section; hydraulic and construction aspects. Structural design: hydraulic and static interactions. Design of open and covered channels including transient flow conditions (surge waves). Basics of penstocks, steel liners and surge tanks with transient flow conditions (water hammer).","Hydraulic schemes and structures, ogee crests, orifices, weirs in rivers, intakes, desilting basins channels, penstocks, free surface tunnels, steady and unsteady free surface flow and flow under pressure"
711,ME-454,Modelling and optimization of energy systems,"The goal of the lecture is to present and apply techniques for the modelling and the thermo-economic optimisation of industrial process and energy systems. The lecture covers the problem statement, the solving methods for the simulation and the single and multi-objective optimisation problems.","- Concepts of Computer Aided Process System Engineering methods to tackle the problems of energy conversion systems modelling and optimisation. The students will acquire a methodology to state the problem, identify the solving procedure, solve the problem and analyse the results;- Definition of the basic system modelling concepts : state variables, energy and mass balances, simulation parameters and equations, degree of freedom analysis, different types of specifications, inequalities, objective functions;- Energy systems equipments models;- System models : flowsheets, degrees of freedom, sequential or simultaneous solving approach, numerical methods and their implications;- Measurement data reconciliation and parameter identification;- Calculating systems performances : operating cost, efficiency, environmental impact, investments, thermo-economic and environomic performances;- Stating and solving optimization problems : decision variables, objective functions and constraints, solving strategies, numerical methods and their implications;- Realization of a case study.","Process system engineering, Process simulation, optimization"
712,MATH-230,Probability,"This course is an introduction to probability theory for student in the Mathematics section. Starting from the axioms of the theory, the course presents the concepts of combinatorial analysis, the notions of discrete and continuous random variables and vectors, and the basic limit theorems.",1.	Axioms of probability theoryOutcome set and events. Axioms for calculating probabilities.2.	CombinatoricsEquiprobability. Basic formulas. Generating functions.3.	Conditional probability and independenceBayes: formula. Independence.4.	Random variables (RV)Definition. Distribution function. Discrete RVs. Main discrete distributions. Distribution of a function of a RV. Expectation and variance of a RV.5.	Continuous random variablesUniform and Gaussian RVs. Other continuous distributions.6.	MomentsMoments of univariate and bivariate RVs. Moment generating function.7.	Random vectorsDefinition. Independence of RVs. Sums of independent RVs. Correlation. Multivariate Normal distribution. Marginal distribution. Conditional distributions. Conditional expectation.8.	Limit theorems Law of large numbers. Central limit theorem. Inequalities. Convergences.,"Probability, combinatorial analysis, conditional probability, random variables and vectors, limit theorems."
713,CH-411,Cellular Signalling,"Presentation of selected signalling pathways with emphasis on both the mechanism of action of the molecules involved, molecular interactions and the role of their spatio-temporal organization within the cell, considering cellular dimensions and conditions.","Ligand binding and receptor activation.Receptor systems in plasma membrane, cytosol and nucleus. Lipids, proteins and molecular interactions. Regulation of activity and covalent modification. Spatial and temporal organisation of molecules and signalling efficacy.","Cellular signalling, molecular interactions, space and time, cellular conditions, receptor, ligand, membranes, protein modifications"
714,UNIL-401,Advanced project in analytical chemistry,Research projets in the field of analytical chemistry,"Language en    NaN fr    NaN Name: Contenu, dtype: object","Language en                  NaN fr    Chimie analytique Name: Mot-clef, dtype: object"
715,ENV-242,Geodetic engineering,"The students tackle geometric issues associated with the realisation of a project. They work in the field with topographic instruments. They execute the computations required for survey and stake-out operations, analyse the results and write technical reports.","Topographical infrastructurereference networks, determination of a single point, densification Free stationconcept and use - alternatives for the computation: insertion and coordinate transformation Computationsoperations with the pocket calculator - programming with MatLab - using and understanding supplied codes - interpretation of the results Applications- geometrical levelling: from instrument control to network adjustment- set up of the theodolite and radiations- intersection, bilateration and resection- traversing, incl. trigonometrical levelling - stake-out of lines, circles and clothoids- monitoring of movements","Levelling, traversing, land survey, stake-out "
716,CS-413,Computational photography,"The students will gain the theoretical knowledge in computational photography, which allows recording and processing a richer visual experience than traditional digital imaging. They will also execute practical group projects to develop their own computational photography application.","Language en    Computational photography is the art, science,... fr                                                  NaN Name: Contenu, dtype: object","Language en    Computational Photography, Coded Image Sensing... fr                                                  NaN Name: Mot-clef, dtype: object"
717,BIOENG-448,Fundamentals of neuroengineering,"Neuroengineering is at the frontier between neuroscience and engineering: understanding how the brain works allows developing engineering applications and therapies of high impact, while design of new measurement and data analysis techniques contributes to advance our knowledge about the brain.",1. How the Brain Works2. Recording and Analysis of Brain Activity3. Peripheral Neurprostheses4. Brain-Machine Interfaces5. Sensory Neuroprostheses6. Plasticity 7. Neurorehabilitation,"Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
718,HUM-213,Cognitive psychology A,"Cognitive Psychology is part of the wider field of psychology that deals with mental processes including how people think, perceive, remember and learn. Cognitive psychology is part of the larger field of the cognitive sciences including neuroscience, philosophy, and linguistics. ","Introduction to cognitive psychology  In the current course, we will cover topics commonly taught in introductory courses to cognitive psychology. These topics deal with classical concepts and studies in cognitive psychology on perception, attention, memory, language, mental imagery, concept formation, problem solving, creativity and reasoning. Most of these studies are seminal in cognitive psychology, because they importantly influenced today's understanding of human behavior, and associated brain imaging studies, clinical studies, and pharmacological studies.","classical studies, experimental psychology, empirical studies, scientific methods, the study of the human mind, perception, attention, memory, language, mental imagery, concept formation, categorization, problem solving, creativity, reasoning, behaviourism"
719,CIVIL-449,Non linear analysis of structures,"This course deals with the nonlinear modelling and analysis of structures when subjected to monotonic, cyclic, and dynamic loadings, focusing in particular on the seismic response of structures. It introduces solution methods for nonlinear static and dynamic problems.","Language en    The course is based on assignments in which st... fr                                                  NaN Name: Contenu, dtype: object","Language en    Finite element analysis, modelling of structur... fr                                                  NaN Name: Mot-clef, dtype: object"
720,CS-451,Distributed algorithms,"Computing is often distributed over several machines, in a local IP-like network, a cloud or in a P2P network.  Failures are common and computations need to proceed despite partial failures of machines or communication links. The foundations of reliable distributed computing will be studied.","Reliable broadcast        Causal Broadcast    Total Order Broadcast    Consensus    Non-Blocking Atomic Commit   Group Membership, View SynchronyTerminating Reliable Broadcast    Shared Memory in Message Passing System Byzantine Fault Tolerance  Self Stabilization Population protocols   (models of mobile networks)","Distributed algorithms, checkpointing, replication, consensus, atomic broadcast, ditributed transactions, atomic commitment, 2PC."
721,HUM-370,Risk and energy,"With the advent of renewable energy and non-conventional fossil fuels, our energy system is becoming increasingly complex. A growing demand for energy in a resources constrained world, our energy system will face an increasing number of risks concerning supply, economics, and major accidents. ","Language en    The course provides a risk perspective on ener... fr                                                  NaN Name: Contenu, dtype: object","Language en    Decision Making under Uncertainty, Risk Assess... fr                                                  NaN Name: Mot-clef, dtype: object"
722,AR-111,Graphic figuration I ,"Initiation to the practice of architectural drawing through the various conventions of representation and graphic procedures, based on the use of paper and lead pencil.","The ABC of representation.  The line codes. The various means of depiction (geometry, centring, full and empty space). Composition and layout. Shadow and light. Materials. Suggestion of textures. Sketches and graphic notes. ",geometry _ graphic procedures _ graphic expression _ graphic convention _ line
723,PHYS-402,Astrophysics IV : Observational cosmology,"Cosmology is the study of the structure and evolution of the universe as a whole. This course describes the principal themes of cosmology, as seen from the point of view of observations.","1. A brief historical perspective: a few ancient cosmologies. Olbers' paradox.2. The three observational pillars of Big Bang cosmology dis-covered during the 20th century: (i) The universe expansion; (ii) The cosmic microwave background at 3K; (iii) The abundance of light elements.3. The metric of the universe. The spectral redshifts.4. Cosmological models and the evolution of the universe.5. Observational tests: the age of the universe, mean density and the problem of dark matter, nucleo-cosmo-chronology, the deep galaxy counts.6. Recent observations of the cosmic microwave background and its power spectrum.7. Impact of gravitational lenses on cosmology.8. The initial phases of the evolution of the universe in the Big Bang model and cosmological nucleosynthesis. ","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
724,ME-212,Procédés de production,Application windows of the main manufacturing process categories. Implementation of simple models describing the behavior of the main manufacturing processes. Basic understanding of the economic aspects of production processes. Manufacturing process selection methodology at an aggregated level.,"Language en    NaN fr    NaN Name: Contenu, dtype: object","Production processes; metal forming, machining, non-conventional processes"
725,PHYS-206,Physics IV,"Phenomenological approach, development of models, problem solving and applications of different chapters of physics:  Electromagnetism (2nd part), wave physics, Introduction to quantum mechanics.","Electromagnetism (2nd part)Electromagnetic induction and Faraday's law; Maxwell equations; electromagnetic energy, Poynting vector.Wave physicsMechanical and electromagnetic waves: propagation, energy and wave motion, attenuation, Doppler effect; principle of superposition of waves: standing waves, beats, interferences; interactions waves-medium: refraction, reflection, diffraction, diffusion.Introduction to quantum mechanicsLimits of classical mechanics: black body radiation, the photoelectric effect, the Compton effect, Franck-Hertz experiment, spectroscopy. Wave-particle dual behavior, De Broglie waves: Heisenberg's uncertainty principle, wave function. Schrödinger's equation, 1D problems: particle in a box, potential wells and barriers, barrier tunneling. The hydrogen atom.     ","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
726,MICRO-522,Integrated optics,"The course is an introduction into optical waveguide, their concepts and applications. The focus is on basic principles, waveguide modes, their coupling, periodic structures in optical waveguides, devices, and applications.  "," Electrodynamics fundamentals / Light waves at a boundary Planar waveguides Fiber optic modes Coupling of radiation to and from waveguides Fiber technology and basic devices Periodic structures in waveguides Coupled waves Optical fiber sensors Photonic crystal waveguides Integrated optical components, and applications ","Total internal reflection, planar waveguides, two dimensional waveguides, optical fiber, fiber sensors, coupled waves, photonic crystal waveguides, integrated optical components"
727,BIO-382,Neuroscience for engineers,This optional course provides students who consider a specialization in Neuroengineering during their Master with a very broad overview of the many practical applications in the field. It should ensure these students to be well informed when choosing their specialization.,"General Introduction & Visual system (Blanke)Exercises: To virtual reality (Blanke)Vision: Perception, Neurophysiology, Neuroimaging (Herzog)Exercises: Computer Vision (Herzog)Hodgkin-Huxley model: from Ion channels to Mathematics (Gerstner)Exercises: Neuron modelling (Gerstner)Large scale modelling of the brain (Markram)Exercises: Blue Brain (Schürmann)Systems: Audition(BMI professor)Exercises: Cochlear Implants (External)Systems: Somatosensation and Optogenetics (Petersen)Exercises: Optogenetics (Petersen)Systems: Motor (Luthi-Carter)Exercises: Parkinson's and Huntington Disease, ALS (Moore)Neuroprosthetics: Artificial Arms (Blanke)Exercises: Neuroprosthetics (Blanke)Neuroprosthetics: BCI and EEG (Blanke)Exercises: Brain-Computer Interface (Millan)Brain metabolism and Neuroimaging(Magistretti)Exercises: Physics of Brain imaging (Gruetter)MRI in humans(Hadjikhani)Exercises: Diffusion Tensor Imaging (Thiran)Memory(Sandi)Exercises: Memory (Sandi)Alzheimer Disease (Fraering)Exercises: Therapeutic interventions (Fraering)Language and Summary (Blanke)Exercises: Aphasia (Blanke)","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
728,CS-173,Digital systems design,"The goal is to familiarize the students with the hardware components of computing systems, and to teach the modern methods of analysis and synthesis of combinational and sequential systems, with the assistance of high-level languages such as VHDL.",1. Digital vs analog. Logic : principles and operators. Operations in VHDL 2. Boolean algebra. Combinational synthesis. Karnaugh table. VHDL synthesizer 3. Technology 4. Latch. Flip-flop. Process in VHDL 5. Numeration systems. Integer representation. Types and operators in VHDL 6. Floating-point representation 7. Sequential systems : modes of representation and analysis. Writing of a sequential system in VHDL 8. Sequential systems : synthesis. Synthesis in VHDL 9. Introduction to the architecture of a processor 10. Introduction to the programming in machine language,"Digital systems, logic gates, Boolean algebra, combinational systems, sequential systems, numeration systems, VHDL, processor architecture"
729,HUM-244,Technologies of knowledge,"This course is devoted to a long history of documentary regimes since the birth of printing up to digital system today. In particular how are produced, collected, stored, classified scientific data and how they are subject to forms of visualization. ","Documentaries technologies and visualization of knowledge: a historical perspectiveObviously computers and Internet have revolutionized the knowledge, modes of classification, circulation and conservation. It is also the conception of the materiality of the knowledge that is found upset. In the early twentieth century, the invention and diffusion of new media: photography, cinema, radio, phonograph, and later television, also upset a oldest documentary order and mobilized many people to develop new devices of classification, conservation, circulation of ressource still multiplied by the documentary proliferation issued from industrial and scientific activities.We will discuss in particular some elaborations developed especially by the Belgian Paul Otlet and Henri La Fontaine, or Otto von Neurath and visual encyclopedia. A historical perspective will be presented on what is now called the Information Sciences and may also be subject to computer simulations.","documentation, mutlimedia, encyclopedism, image of thought, graphism, knowledge visualization, photography, cinema"
730,AR-598,"Theoretical statement (linked to Master Project, only 9th semester)","The theoretical statement is the initial stage in the Master Project. Student lay the theoretical foundations for their work, setting out the thematic, reference and methodological framework. They clearly and accurately state the central architectural issue to be addressed by their project.","The spirit of the theoretical statement can be likened to a university thesis, despite its reduced content and short duration (one semester). Students state the topic they wish to address and provide an overview of the current situation in terms of themes, documentation, geography, programming and methodology. The chosen issue should remain students’ chief concern throughout the statement, whereby students should clarify their standpoint, the central theme to be developed through their project and the underlying theoretical approach. Students should set out all issues, priority research angles and the methodological options adopted throughout the process. The statement should also delineate the space for study and intervention, the various work scales, leading to the project starting point and up to a possible feasibility study. Among requirements for the theoretical statement are documentary research, analysis and use of bibliographical, cartographic and iconographic sources and the development of a qualitative and quantitative plan. The document layout, quality of writing, and balanced, understandable and sensible presentation of texts and illustrations are also considered in the assessment of the theoretical statement.","Dissertation, themes, issues, methodology, theoretical bases."
