|SubjectID|CourseTitleEN|CourseCode|Summary_EN|AcademicYear|
|  839097258 | NULL                                                                                                    | ENG-435      | The course will deliver basic knowledge on the principles of food processing and chemical changes occurring during food manufacturing. Specific thermal processes related to transformation of food raw materials will be described along with benefits and challenges to consider.                                                                                                             | 2016-2017    |
|  903779034 | NULL                                                                                                    | ENG-436      | The course will deliver basic knowledge on the  principles of food fermentation and enzyme technology. Specific processes related to food raw materials and food bioprocessing will be described. The course will describe benefits that food biotechnology can bring during food manufactuing.                                                                                                 | 2016-2017    |
|   72495962 | NULL                                                                                                    | ENG-440      | The main objective is to make the students understand the importance of the spatial issues in environmental sciences and engineering, for example for mapping and interpolation. Presentation of different concepts and techniques devoted to spatial data.                                                                                                                              | 2016-2017    |
|    1773592 | Energy within buildings                                                                                 | ENG-445      | The course presents the main methodological elements of energy efficiency in the building with the emphasis on the thermal and the comfort of the user. The technical installations are modeled. The methods of economic and environmental assessment are described as well.                                                                                                                    | 2016-2017    |
|  231677206 | Distributed intelligent systems                                                                         | ENG-466      | The goal of this course is to provide methods and tools for modeling distributed intelligent systems as well as designing and optimizing coordination strategies. The course is a well-balanced mixture of theory and laboratory exercises using simulation and real hardware platforms.                                                                                                        | 2016-2017    |
|    2208445 | Organisation, economics and construction law I                                                   | ENG-470      | The course gives an overview on the rules in the construction field regarding economy, organization and contracts for engineers and construction company. This course is essential for a successful professional activity with high responsibility from the economical and legal point of view.                                                                                          | 2016-2017    |
|    2208772 | Organisation, economics and construction law II                                                  | ENG-471      | The knowledge gained in the the first part of the course "Organisation, économie et droit de la construction I" is applied at a real case construction site where problems and accidents occurred.                                                                                                                                                                             | 2016-2017    |
|  862953095 | NULL                                                                                                    | ENG-472(a)   | The student must work in a team on multidisciplinary projects under the responsibility of a professor. This professor is in charge of guiding the student in developing the projects and acting as advisor to choose their electives in direct link with the topic of the project.                                                                                                              | 2016-2017    |
|  862953662 | NULL                                                                                                    | ENG-472(b)   | This is a continuation of the Project in energy management and sustainability I. Students must work in a team on multidisciplinary projects under the responsibility of a professor. The professor is in charge of guiding the student and acting as an advisor to enable him to choose his elective courses                                                                                    | 2016-2017    |
|    1773632 | Impact studies                                                                                          | ENG-474      | Presentation of the bases of the environmental impact assesment (EIA), context. Assesment methodology and tools for each of the topics and chapters. Illustration with many real cases, and group work. Discussion of the limitations of EIA and new tools such as strategic envirt. studies.                                                                                     | 2016-2017    |
|   24168210 | The law of architecture : construction process                                                          | ENG-484      | The subject of this class is the study of complementary knowledge of construction law and the advanced analyse of construction law through practical cases. Furthermore it familiarizes the students to legal reasoning and methods.                                                                                                                                                            | 2016-2017    |
| 1687165948 | The law of architecture : construction process                                                          | ENG-484      | The subject of this class is the study of complementary knowledge of construction law and the advanced analyse of construction law through practical cases. Furthermore it familiarizes the students to legal reasoning and methods.                                                                                                                                                            | 2016-2017    |
|   79379723 | Biochemistry                                                                                            | ENV-100      | The SIE biochemistry course introduces the students to the structures of biomolecules and their function, to central cellular metabolism, the principles of the use of genetic information and the mechanisms of evolution as well as the different systems of regulation.                                                                                                        | 2016-2017    |
|    4144908 | Biochemistry                                                                                            | ENV-100      | The SIE biochemistry course introduces the students to the structures of biomolecules and their function, to central cellular metabolism, the principles of the use of genetic information and the mechanisms of evolution as well as the different systems of regulation.                                                                                                        | 2016-2017    |
|   79379723 | Biology                                                                                                 | ENV-101      | Knowledge update and acquisition of specific important concepts for an environmental engineer. A special effort is placed on the diversity of the living world, and more particularly on the role and the functioning of the Prokaryotes in the biosphere.                                                                                                                               | 2016-2017    |
|    4144932 | Biology                                                                                                 | ENV-101      | Knowledge update and acquisition of specific important concepts for an environmental engineer. A special effort is placed on the diversity of the living world, and more particularly on the role and the functioning of the Prokaryotes in the biosphere.                                                                                                                               | 2016-2017    |
| 1694624781 | Biology                                                                                                 | ENV-101      | Knowledge update and acquisition of specific important concepts for an environmental engineer. A special effort is placed on the diversity of the living world, and more particularly on the role and the functioning of the Prokaryotes in the biosphere.                                                                                                                               | 2016-2017    |
|    4146612 | Fundamentals of geomatics                                                                               | ENV-140      | Fundamental of geomatics for civil and environmental engineers. Introduction to acquisition, management and visualization of geodata. Learning and doing practical experiments and processing of terrestrial surveying data.                                                                                                                                                             | 2016-2017    |
|   71544480 | NULL                                                                                                    | ENV-167      | This introduction to Enviromental Engineering is meant to show the students how upcoming courses in mathematics, physics, chemistry, biology and other areas will be used to gain a scientific understanding of environmental problems and then help to solve them.                                                                                                        | 2016-2017    |
| 1499329522 | Environmental monitoring laboratory                                                                     | ENV-168      | The students will acquire the following knowledge and skills: to learn basic measurement principles; to construct and use in environmental applications scientific instruments (pH meter, spectrophotometer, thermocouple); to estimate the measurement uncertainties; to work with microorganisms.                                                                               | 2016-2017    |
|   47565549 | NULL                                                                                                    | ENV-200      | This course provides students with an overview over the basics of environmental chemistry. This includes the chemistry of natural systems, as well as the fate of anthropogenic chemicals in natural systems. It enables students to apply general chemical concepts to natural systems.                                                                                                 | 2016-2017    |
|  838976164 | NULL                                                                                                    | ENV-200      | This course provides students with an overview over the basics of environmental chemistry. This includes the chemistry of natural systems, as well as the fate of anthropogenic chemicals in natural systems. It enables students to apply general chemical concepts to natural systems.                                                                                                 | 2016-2017    |
|    2211223 | Process engineering                                                                                     | ENV-201      | Students understand the main unit operations of the process engineering of their field and are able to applied laws and simple models governing the underlaying transfers of mass, heat and impulsion.                                                                                                                                                                                   | 2016-2017    |
|   47564647 | Microbiology for engineers                                                                              | ENV-202      | This course covers the fundamental microbial processes that take place in the environment and in specific engineered compartments. It represents the major cycles that are carried out by microorganisms and that impact planet Earth.                                                                                                                                                          | 2016-2017    |
|   79015551 | Essentials of Ecology                                                                                   | ENV-220      | NULL                                                                                                                                                                                                                                                                                                                                                                                            | 2016-2017    |
|  348608416 | NULL                                                                                                    | ENV-221      | Hydrology for Engineers is an introduction to the study of  floods, droughts and a fair distribution of water. The course will introduce to hydrologic materials and methods: fluid mechanics, probability and statistics, surface and subsurface hydrological processes                                                                                                   | 2016-2017    |
|   71556171 | Soil sciences                                                                                           | ENV-222      | This course is an introduction to Soil Sciences, and includes the main soil characteristics, properties and functions. The teaching is based on theoretical concepts, exercises as well as field and laboratory experiments.                                                                                                                                               | 2016-2017    |
|    1775267 | Photo interpretation                                                                                    | ENV-241      | Based on theoretical and applied knowledge, the student gets familiar with the tools of image interpretation: maps, aerial photos, digital elevation models, specific software. He wraps up this course with the analysis of a study case in situ, in the forest "Bois de Suchy", near Yverdon.                                             | 2016-2017    |
|    1776927 | Geodetic engineering                                                                                    | ENV-242      | The students tackle geometric issues associated with the realisation of a project. They work in the field with topographic instruments. They execute the computations required for survey and stake-out operations, analyse the results and write technical reports.                                                                                                                     | 2016-2017    |
|  195442754 | Information technology for engineer                                                                     | ENV-270      | Introduction to scientific computing, programming, data management and data visualization with MATLAB and GNU Octave. Brief introduction to the Python language.                                                                                                                                                                                                                  | 2016-2017    |
|  838976279 | Information technology for engineer                                                                     | ENV-270      | Introduction to scientific computing, programming, data management and data visualization with MATLAB and GNU Octave. Brief introduction to the Python language.                                                                                                                                                                                                                  | 2016-2017    |
|    4649823 | Pollutants analysis in the environment                                                                  | ENV-300      | Evaluation of the quality of a river by using methods of observation as well as physico-chemical and biological methods. Collecting samples in the field and laboratory analysis.Practical determination and use of the constants of complexes formation.                                                                                                                                      | 2016-2017    |
|  231617900 | Sanitary engineering, water and waste management                                                 | ENV-304      | General principles of supply, evacuation and water treatment in Switzerland and Developping Countries. Bases of design of systems and treatment plants. Management and treatment of urban waste. Introduction to the analysis of the public service efficiency. Visits.                                                                                                                  | 2016-2017    |
|    4146460 | NULL                                                                                                    | ENV-306      | NULL                                                                                                                                                                                                                                                                                                                                                                                            | 2016-2017    |
|   71557569 | NULL                                                                                                    | ENV-320      | The course provides an introduction to the physical and chemical processes that govern the atmospheric dynamics at small and large scales. The basis is laid for an in depth understanding of our atmospheric environment and the climate system.                                                                                                                                               | 2016-2017    |
| 1694960408 | NULL                                                                                                    | ENV-320      | The course provides an introduction to the physical and chemical processes that govern the atmospheric dynamics at small and large scales. The basis is laid for an in depth understanding of our atmospheric environment and the climate system.                                                                                                                                               | 2016-2017    |
|    1774457 | Fundamentals of satellite positioning                                                                   | ENV-340      | Basics of geodetic references, principle of measurements used in satellite positioning and quality estimation of GNSS (Global Navigation Satellites Systems) positions.                                                                                                                                                                                                                  | 2016-2017    |
|   47565939 | Geografic information system (GIS)                                                                      | ENV-342      | Acquisition of basic concepts and skills of (geographic) data structures and of their storage in (geographic) database systems. Learning of relevant geographic data analysis processes for environmental and civil engineers (spatial autocorrelation, spatial interpolation, digital elevation modeling).                                                                       | 2016-2017    |
|    4144316 | Urban and regional planning and Management                                                              | ENV-361      | At the end of the course studends will understand the mains problems of territorial development. They will konw the tools used for town and country planning. They will learn property procedures and financial aspects related to territorial projects.                                                                                                                                        | 2016-2017    |
|  126534033 | NULL                                                                                                    | ENV-366      | Formulation, solution, and analysis of mathematical models for environmental science and engineering.                                                                                                                                                                                                                                                                             | 2016-2017    |
|   23985449 | Environmental and construction law                                                                      | ENV-367      | This course provides the students with the basic knowledge required to understand the legal aspects of their professional life in relation with spatial planning and environmental protection. Special emphasis is given to legal practical issues related to their profession.                                                                                                                 | 2016-2017    |
|   23985644 | Life cycle analysis and ecobilan                                                                        | ENV-370      | Life Cycle Assessment (LCA) is a holistic method enabling companies to quantify the environmental performances of their products or services. This method is now applied mainly for ecodesign purposes and for environmental footprinting of products.                                                                                                                                          | 2016-2017    |
|   72495894 | Air pollution and climate change                                                                        | ENV-400      | A survey course describing the origins of air pollution and climate change                                                                                                                                                                                                                                                                                                                      | 2016-2017    |
|    1770773 | Air pollution and climate change                                                                        | ENV-400      | A survey course describing the origins of air pollution and climate change                                                                                                                                                                                                                                                                                                                      | 2016-2017    |
|  126855770 | NULL                                                                                                    | ENV-402      | This MSc course deals with the water &amp; sanitation challenges in developing countries. You will learn about the dialogue on water and sanitation in DCs, identify key players and know the existing options of water &amp; sanitation technol. + be able to design a technical project and analyse proposals.                                                                         | 2016-2017    |
|  231672762 | NULL                                                                                                    | ENV-402      | This MSc course deals with the water &amp; sanitation challenges in developing countries. You will learn about the dialogue on water and sanitation in DCs, identify key players and know the existing options of water &amp; sanitation technol. + be able to design a technical project and analyse proposals.                                                                         | 2016-2017    |
|   72496701 | NULL                                                                                                    | ENV-405      | This course on water and wastewater treatment shows how to implement and design different methods and techniques to eliminate organic matter, nitrogen and phosporous from wastewater, and how to apply physical and chemical methods and techniques to produce drinking water.                                                                                                   | 2016-2017    |
| 1680357086 | NULL                                                                                                    | ENV-406      | Understanding process and role of biomineralization (minerals formed by living organisms) in context of Earth's evolution,global chemical cycles, climatic changes and remediation.                                                                                                                                                                                          | 2016-2017    |
|    4650607 | Urban hydrology                                                                                         | ENV-417      | This course in urban hydrology addresses urban water management from a global point of view, including the impacts of wet-weather discharges on receiving waters. Qualitative aspects (risk of contamination) as well as quantitative problems (risk of flooding) are considered.                                                                                                        | 2016-2017    |
|   44989325 | River eco-morphology                                                                                    | ENV-418      | The course treats the important interaction between river morphology and habitat diversity. The regime theory describing the different morphology which a river takes under complete freedom is presented. Evaluation of habitat quality before and after restoration is discussed.                                                                                                             | 2016-2017    |
|   44988934 | Bio-engineering for rivers and natural systems                                                          | ENV-420      | Demonstrate the roles and the interest of the riparian vegetation of streams. "Bioengineerings". Bioengineering methods. When, why and how to use geotextiles? Principles of the revitalizaion/restoration of watercourses. Field approach then concrete project. Ecosystematic and administrative approach.                                                                   | 2016-2017    |
|   72509161 | NULL                                                                                                    | ENV-422      | During this course students will learn the essential ecological concepts necessary to apply techniques of ecological engineering. While concepts are applicable worldwide, the outcome of ecological restoration depends on the local context; this transposition will be the scope of the semester project.                                                                             | 2016-2017    |
| 1590321840 | NULL                                                                                                    | ENV-422      | During this course students will learn the essential ecological concepts necessary to apply techniques of ecological engineering. While concepts are applicable worldwide, the outcome of ecological restoration depends on the local context; this transposition will be the scope of the semester project.                                                                             | 2016-2017    |
|   47572541 | NULL                                                                                                    | ENV-424      | Water resources engineering designs systems to control the quantity, quality, timing, and distribution of water to support human demands and the needs of the environment.                                                                                                                                                                                                 | 2016-2017    |
| 1680357128 | NULL                                                                                                    | ENV-425      | Focus is on lakes, rivers and reservoirs as aquatic systems. Specific is the quantitative description / analyse of physical, biological, biogeochemical and sedimentological processes and interactions. The goal is to understand the relevant processes (focus on water quality) from a practical point.                                                                 | 2016-2017    |
| 1889234532 | NULL                                                                                                    | ENV-426      | Students will understand basic physical, chemical and biological processes in streams and rivers, and how they relate to the integrity of these ecosystems and to water resources.                                                                                                                                                                                                | 2016-2017    |
|   23814849 | Spatial Decision Support Systems                                                                        | ENV-443      | The course deals with the methods and instruments supporting decision processes in the geographical space. The focus is on multi-criteria decision analysis, with the special requirements carried by space-related scenarios and solutions, and by the participatory processes among numerous stakeholders.                                                                      | 2016-2017    |
|  231685619 | Exploratory data analysis and geovisualization                                                          | ENV-444      | This course of Exploratory data analysis and geovisualization provides an opportunity to implement exploratory statistical methods and software (EDA, ESDA, GVIZ) and to apply them to georeferenced data sets directly related to the field of environmental engineering.                                                                                                        | 2016-2017    |
| 1800382716 | Exploratory data analysis and geovisualization                                                          | ENV-444      | This course of Exploratory data analysis and geovisualization provides an opportunity to implement exploratory statistical methods and software (EDA, ESDA, GVIZ) and to apply them to georeferenced data sets directly related to the field of environmental engineering.                                                                                                        | 2016-2017    |
|  348634646 | NULL                                                                                                    | ENV-445      | The students learn several techniques for spatial mesurements, such as geodesy, aerial photogrammetry and laser scanning. They will be able to collaborate with geologists and civil engineers to master natural risks (landslides, avalanches) and to maintain infrastructures.                                                                                           | 2016-2017    |
|    1773907 | Land management and ground law                                                                          | ENV-460      | This class introduces to the foundations of the ground law and to the contributions of its main instruments in the territorial development implementation.                                                                                                                                                                                                                                      | 2016-2017    |
|    2214318 | Contracts and professional responsability                                                               | ENV-466      | At the end of this class, the students will be able to analyze from the angle of private law the majority of the typical situations of their future professional practice. They will be capable of organizing and managing it, resorting to judicial advice where necessary.                                                                                                      | 2016-2017    |
| 1499342340 | Workplace environments & occupational risks                                                             | ENV-468      | An important part of our active time is devoted to work. The quality of the w environment is an essential component of public and environmental health. This course covers the identification and risk assessment of professional pollutants.                                                                                                                                                   | 2016-2017    |
|   24002556 | Workplace environments & occupational risks                                                             | ENV-468      | An important part of our active time is devoted to work. The quality of the w environment is an essential component of public and environmental health. This course covers the identification and risk assessment of professional pollutants.                                                                                                                                                   | 2016-2017    |
|   24002581 | Systems of environmental management                                                                     | ENV-469      | The course describes the challenges and methods of implementation of a systemic environmental approach in business based on ISO 14001 and its application to a concrete case study chosen by the participant together with the teacher.                                                                                                                                                         | 2016-2017    |
|   47572475 | NULL                                                                                                    | ENV-500      | The book "Solid Waste Engineering - A Global Perspective" is the basis for this course. This textbook is an excellent introduction to the field of Solid Waste Engineering and gives insight into relevant solid waste treatment technologies and practices.                                                                                                                          | 2016-2017    |
|   72497223 | NULL                                                                                                    | ENV-501      | This course provides the bases to understand material and energy production and consumption processes. Students learn how to develop a material flow analysis and apply it to cases of resource management. They learn how to analyze the implications of their models on resource use and policy making.                                                                                       | 2016-2017    |
|   71825947 | Environmental bioprocess design                                                                         | ENV-503      | The course aims to provide the concepts and fundamentals of Bioprocess Engineering underlying environmental bioprocesses applied in Science and Environmental Engineering                                                                                                                                                                                                                       | 2016-2017    |
|   71572542 | NULL                                                                                                    | ENV-504      | This course covers the essential knowledge of contaminant partitioning and techniques to monitor chemical species, physical extent of contamination and biological processes. In the second part, remediation approaches are tackled. This course represents the fundamentals of remediation.                                                                                     | 2016-2017    |
|   71826349 | Environmental bioprocesses: practical lab                                                               | ENV-506      | The purpose of this lab is to enable students to acquire the different laboratory techniques for bioreactors samples and wastewater treatment effluents, as well as the implementation and monitoring of experimental laboratory scale bioprocesses.                                                                                                                                     | 2016-2017    |
|  348637649 | NULL                                                                                                    | ENV-507      | The student will learn the important processes that control the transport and transformation of organic chemicals in the environment, as well as the formulation and solution of quantitative models to describe these processes.                                                                                                                                                        | 2016-2017    |
|  348637209 | Analysis and management of industrial risks                                                             | ENV-508      | To present to students : 1- basic concepts of industrial hazards (with practical cases of chemical processes, oil storages,  pipelines,..). 2- how to use standard tools in order to perform an hazard and risks assessment.                                                                                                                                               | 2016-2017    |
|   24004448 | Numerical ecology                                                                                       | ENV-521      | Introduction to multivariate data analysis and modelling. The course helps for a critical choice of methods and their integration in a research planning. It prepares for complexe data analysis in various fields of environemental sciences. Use of dedicated R libraries                                                                                                                    | 2016-2017    |
|   44989548 | NULL                                                                                                    | ENV-522      | The course aims at teaching the fundamentals of both irrigation and drainage techniques with particular attention to the soil water balance and management.                                                                                                                                                                                                                                     | 2016-2017    |
|  976982872 | NULL                                                                                                    | ENV-522      | The course aims at teaching the fundamentals of both irrigation and drainage techniques with particular attention to the soil water balance and management.                                                                                                                                                                                                                                     | 2016-2017    |
|   47573939 | NULL                                                                                                    | ENV-523      | This course aims at providing a solid methodological foundation for understanding the principles and the applicability of geophysical techniques relevant for addressing hydrogeological and related environmental problems. The goal is to provide students with pertinent decision making capabilities.                                                                                       | 2016-2017    |
|   24005195 | Hydrological risks and structures                                                                       | ENV-524      | The course is an introduction to extreme value theory and its use for managing hydrological risks (mainly floods). Apart from quantification tools, greater awareness of mitigation policies against natural hazards is developed for land-use-planning applications.                                                                                                                    | 2016-2017    |
|  444523163 | NULL                                                                                                    | ENV-525      | This course covers principles of snow physics, snow hydrology, snow-atmosphere interaction and snow modeling. It transmits sound understanding of physical processes within the snow and at its interfaces with the atmosphere and the ground, including field, laboratory, and modeling techniques.                                                         | 2016-2017    |
|  353793265 | NULL                                                                                                    | ENV-525      | This course covers principles of snow physics, snow hydrology, snow-atmosphere interaction and snow modeling. It transmits sound understanding of physical processes within the snow and at its interfaces with the atmosphere and the ground, including field, laboratory, and modeling techniques.                                                         | 2016-2017    |
|    4650615 | NULL                                                                                                    | ENV-540      | This course covers optical remote sensing from satellites and airborne platforms. The different systems are presented. The students will acquire skills in image processing and machine learning to extract end-products, such as land cover or risk maps, from the images.                                                                                                       | 2016-2017    |
| 1680357192 | NULL                                                                                                    | ENV-540      | This course covers optical remote sensing from satellites and airborne platforms. The different systems are presented. The students will acquire skills in image processing and machine learning to extract end-products, such as land cover or risk maps, from the images.                                                                                                       | 2016-2017    |
|    2208922 | NULL                                                                                                    | ENV-542      | All fundamental principals behind modern satellite positioning to acquire, track and evaluate direct and indirect satellite signals and process them for positioning and environment-monitoring applications.                                                                                                                                                                            | 2016-2017    |
| 1499344468 | NULL                                                                                                    | ENV-542      | All fundamental principals behind modern satellite positioning to acquire, track and evaluate direct and indirect satellite signals and process them for positioning and environment-monitoring applications.                                                                                                                                                                            | 2016-2017    |
|  979651674 | NULL                                                                                                    | ENV-546      | Analysis of geo-referenced information requires the use of sophisticated processing methods. This course illustrates the implementation of algorithms able to relate the location of an object with his other attributes in a context of high performance computing.                                                                                                                            | 2016-2017    |
|  348641578 | NULL                                                                                                    | ENV-546      | Analysis of geo-referenced information requires the use of sophisticated processing methods. This course illustrates the implementation of algorithms able to relate the location of an object with his other attributes in a context of high performance computing.                                                                                                                            | 2016-2017    |
| 1576313429 | Design of SIG                                                                                           | ENV-547      | This lecture is about development of GIS tools and focusses on the methodological approach, the technological and institutional environment, the conceptual design and the implementation. The setup of a Web GIS project throughout the semester is used to explore and test the theoretical concepts.                                                                           | 2016-2017    |
