,SubjectName,SubjectID,SectionName,CourseCode,YearName
1340,Laboratoire de physique IVa,1684920459,Physique - master,PHYS-421,2015-2016
1341,Laboratoire de physique IVa,1684920459,Ingénierie physique,PHYS-421,2015-2016
1342,Laboratoire de physique IVb,1684920421,Hors plans,PHYS-422,2015-2016
1343,Plasma physics II,127857132,Mineur en Énergie,PHYS-423,2015-2016
1344,Plasma physics II,127857132,Physique - master,PHYS-423,2015-2016
1345,Plasma physics II,127857132,Ingénierie physique,PHYS-423,2015-2016
1346,Quantum physics III,1775517,Physique - master,PHYS-425,2015-2016
1347,Quantum physics III,1775517,Ingénierie physique,PHYS-425,2015-2016
1348,Relativity and cosmology I,128851969,Mathématiques - master,PHYS-427,2015-2016
1349,Relativity and cosmology I,128851969,Ingénierie mathématique,PHYS-427,2015-2016
1350,Relativity and cosmology I,128851969,Physique - master,PHYS-427,2015-2016
1351,Relativity and cosmology I,128851969,Ingénierie physique,PHYS-427,2015-2016
1352,Relativistic quantum fields I,128847590,Physique - master,PHYS-431,2015-2016
1353,Relativistic quantum fields I,128847590,Ingénierie physique,PHYS-431,2015-2016
1354,Semiconductor physics and fundamentals of electronic devices,1913487410,Génie électrique et électronique,PHYS-433,2015-2016
1355,Semiconductor physics and fundamentals of electronic devices,1913487410,Physique - master,PHYS-433,2015-2016
1356,Semiconductor physics and fundamentals of electronic devices,1913487410,Ingénierie physique,PHYS-433,2015-2016
1357,Statistical physics III,128851781,Physique - master,PHYS-435,2015-2016
1358,Statistical physics III,128851781,Ingénierie physique,PHYS-435,2015-2016
1359,Statistical physics of biomacromolecules,128851631,Bioingénierie,PHYS-441,2015-2016
1360,Statistical physics of biomacromolecules,128851631,Physique - master,PHYS-441,2015-2016
1361,Statistical physics of biomacromolecules,128851631,Ingénierie physique,PHYS-441,2015-2016
1362,Statistical physics of biomacromolecules,128851631,Sciences et technologies du vivant - master,PHYS-441,2015-2016
1363,Neutronics,128851000,Génie nucléaire,PHYS-443,2015-2016
1364,Neutronics,128851000,Physique - master,PHYS-443,2015-2016
1365,Neutronics,128851000,Ingénierie physique,PHYS-443,2015-2016
1366,Nuclear fusion and plasma physics,129286243,Génie nucléaire,PHYS-445,2015-2016
1367,Reactor Experiments,129285391,Génie nucléaire,PHYS-446,2015-2016
1368,Reactor Technology,128852199,Génie nucléaire,PHYS-447,2015-2016
1369,Reactor Technology,128852199,Physique - master,PHYS-447,2015-2016
1370,Reactor Technology,128852199,Ingénierie physique,PHYS-447,2015-2016
1371,Introduction to particle accelerators,24375105,Génie nucléaire,PHYS-448,2015-2016
1372,Introduction to particle accelerators,24375105,Physique - master,PHYS-448,2015-2016
1373,Introduction to particle accelerators,24375105,Ingénierie physique,PHYS-448,2015-2016
1374,Radiation protection & radiation applications,1771693280,Génie nucléaire,PHYS-450,2015-2016
1375,Radiation protection & radiation applications,1771693280,Physique - master,PHYS-450,2015-2016
1376,Radiation protection & radiation applications,1771693280,Ingénierie physique,PHYS-450,2015-2016
1377,Quantum electrodynamics and quantum optics,1771690442,Génie électrique et électronique,PHYS-453,2015-2016
1378,Quantum electrodynamics and quantum optics,1771690442,Physique - master,PHYS-453,2015-2016
1379,Quantum electrodynamics and quantum optics,1771690442,Ingénierie physique,PHYS-453,2015-2016
1380,Medical radiation physics ,1803668078,Génie nucléaire,PHYS-455,2015-2016
1381,Metrology I,1771714259,Science et génie des matériaux,PHYS-458,2015-2016
1382,Projet de master en physique,132425627,Physique - master,PHYS-500(a),2015-2016
1383,Projet de master en génie nucléaire,266851392,Génie nucléaire,PHYS-501(a),2015-2016
1384,Projet de master en physique,132425627,Ingénierie physique,PHYS-502(a),2015-2016
1385,Stage d'ingénieur (master en Génie nucléaire),652059419,Génie nucléaire,PHYS-595,2015-2016
1386,Stage d'ingénieur (master en Ingénierie physique),354383690,Ingénierie physique,PHYS-596,2015-2016
1387,Algèbre linéaire (pour CMS),85594280,CMS,PREPA-001,2015-2016
1388,"Analyse I, II (pour CMS)",71644560,CMS,PREPA-003,2015-2016
1389,"Analyse I, II (pour CMS)",71644560,CMS,PREPA-005,2015-2016
1390,Application des mathématiques (CMS),1771829,CMS,PREPA-007,2015-2016
1391,Biologie (pour CMS),29870604,CMS,PREPA-009,2015-2016
1392,Chimie (pour CMS),1772417,CMS,PREPA-011,2015-2016
1393,Géométrie analytique (pour CMS),1773787,CMS,PREPA-013,2015-2016
1394,Géométrie descriptive (pour CMS),1773792,CMS,PREPA-015,2015-2016
1395,Informatique (pour CMS),1774102,CMS,PREPA-017,2015-2016
1396,Physique (pour CMS),1775277,CMS,PREPA-021,2015-2016
