Id,SubjectName,AssociatedCourseCodes
128851781,Statistical physics III,PHYS-435
128851824,Statistical physics IV,PHYS-436
128851969,Relativity and cosmology I,PHYS-427
128852022,Relativity and cosmology II,PHYS-428
128852199,Reactor Technology,PHYS-447
128917228,Business plan for IT services,CS-490
128968073,Scientific computing applied to linear algebra,MATH-453; MATH-722
128968877,Computational mechanics by reduced basis methods,MATH-703
128975934,Topics and methods in behavorial neuroscience (EDNE),BIO-625
129206450,Problem solving in computer sciences,CS-608
129209678,Advanced topics in database systems,CS-603
129285391,Reactor Experiments,PHYS-446
129285435,Nuclear Fuels & Materials,ETH-402; PHYS-444
129286243,Nuclear fusion and plasma physics,PHYS-445
129398607,Mechanisms of cell motility,BIO-714
129445006,Stochastic calculus I,COM-504
129445034,Stochastic calculus II,COM-505
129606299,Optimization,MATH-261
129607463,Algèbres de Lie semi-simples,MATH-410
129607751,Equations aux dérivées partielles linéaires,MATH-300
129608503,Introduction à la théorie analytique des nombres,MATH-313
129609800,Théorie des groupes,MATH-211; MATH-314
129610100,Calcul scientifique avancé,MATH-450
129610255,Calcul stochastique,MATH-431
129610572,Financial mathematics,MATH-470
129683781,Projet Analyse de données,MATH-498(b)
129685260,Applied stochastic processes,MATH-332; MATH-430
129685950,Chevalley groups,MATH-412
129686166,Combinatorial optimization,MATH-460
129686425,"Metric Spaces, Convexity and Curvature",MATH-423
129687015,Geometric graph theory,MATH-461; MATH-466
129687439,Géométrie hyperbolique et surfaces de Riemann,MATH-421
129688297,Introduction to combinatorics,MATH-462
129688728,Mathematical modelling of behavior,MATH-463
129690050,Numerical approximation of PDE's,MATH-451
129696446,Quadratic forms over fields,MATH-411
129696688,Quantitative risk management,MATH-471
129697044,Unitary Group Representations,MATH-414
129699210,Time series,MATH-342; MATH-445
129776728,Inorganic reactivity,CH-423
129780770,Projet de chimie computationnelle,CH-359
129833984,Catalyst design for synthesis,CH-422
129835072,Catalysis for energy production,CH-421
129844533,Target synthesis of building blocks,CH-433
129851053,Advanced physical organic chemistry,CH-434
129852945,Catalytic asymmetric reactions in organic chemistry,CH-435
129855383,Computational quantum dynamics,CH-453
129871669,Robust and nonparametric statistics,MATH-441
130130688,Financial econometrics,FIN-407; MGT-578
130130740,Equilibrium-stage separation processes,ChE-306; ChE-401
130130774,"Micro theory, game theory & mechanism design",FIN-412; MATH-472
130130949,Options and investments analysis,MGT-580
130131281,Credit risk and fixed income analysis,FIN-501
130135196,Entrepreneurship and emerging economies (course),MGT-514
130135337,Entrepreneurship and emerging economies (practical project / trip),MGT-515
130135576,Practical business law,MGT-455
130561436,Immunology and microbiology I,BIO-371
130561479,Immunology and microbiology II,BIO-372
130562078,Molecular biology III,BIO-303
130563128,Biotechnology lab I for LST,BIOENG-332
130563244,Biotechnology lab I for BB,BIOENG-333
130564494,Practices in physiology for BB,BIOENG-377
130570492,Practices in physiology for LST,BIOENG-376
130690299,Molecular Neurobiology and Neurodegenerative Disease,BIO-480
130690650,"Perception, Emotions & Cognition",BIO-482
130690821,"Synapses, Networks and Sensory Processing",BIO-481
130958067,Introduction to brain imaging ,BIOENG-485
130970396,Landmark papers in Global Health,BIO-476
131417677,Fondements physiques des techniques biomédicales,UNIL-201; UNIL-213
131594803,Introduction to cell biology and biochemistry for Information Sciences,BIO-107
132121224,Fluid mechanics for SV,BIOENG-312
132147064,Biomechanics of the cardiovascular system,ME-481
132218697,Projet d'ingénierie simultanée,ME-314
132424187,Projet de master en génie mécanique,ME-599
132424568,Projet de master en microtechnique,MICRO-599
132424935,Projet de master en génie électrique et électronique,EE-599; EE-599(a)
132425231,Projet de master en systèmes de communication,COM-509; COM-599
132425627,Projet de master en physique,PHYS-500(a); PHYS-500(b); PHYS-502(a); PHYS-502(b); PHYS-599(b)
132425754,Projet de master en chimie moléculaire et biologique,CH-599
132426961,Projet de master en mathématiques,MATH-599
132427120,Projet de master en informatique,CS-599
132428658,Projet de master en science et génie des matériaux,MSE-599; MSE-599(a); MSE-599(b)
132446543,Projet de master en architecture,AR-599
132448364,Projet de master en sciences et technologies du vivant,BIO-598; BIO-598(a); BIO-598(b)
132448731,Projet de master en management de la technologie,MGT-599
132449292,Projet de master en ingénierie financière,FIN-599
132976727,Projet Génie mécanique III,ME-503; ME-503(a); ME-503(b)
134467760,Projet de master en génie chimique et biotechnologie,ChE-599
134468934,Projet de master en génie civil,CIVIL-599
134558496,Projet de master en sciences et ingénierie de l'environnement,ENV-599
134558590,Projet de master en bioingénierie et biotechnologie,BIO-599
135955930,Physique TP IVa,PHYS-421
136703631,Laboratoire GC,CIVIL-492
136704168,Projet de construction,CIVIL-490
136704309,Projet de systèmes civils,CIVIL-491
136719471,Stage optionnel de Génie civil,CIVIL-498; CIVIL-499
137356530,Microcontrôleurs pour la commande de systèmes mécaniques,CS-279
138515572,Projet de Mathématiques I,MATH-398
138515712,Projet de Mathématiques II,MATH-399
138515852,Projet de Mathématiques III,MATH-498(a)
138515896,Projet de mathématiques IV,MATH-499
138587084,"Physics of atoms, nuclei and elementary particles",PHYS-411
139592550,Méthodes de séparation,CH-265; UNIL-205
140433189,Solid State Physics IV,PHYS-420
144687298,Projet avancé en chimie analytique,CH-468(a); CH-468(b); UNIL-401
145929836,Mechanized specification and proof ,CS-612
146861779,Projet Génie mécanique I,ME-401
147986808,Ecohydrology and environmental sustainability,ENV-421
156320904,Computational Mechanism Design,CS-700
158989710,Algèbre linéaire (pour GM),MATH-111(d)
160777327,Biological chemistry III (for CGC),CH-414
160777384,Biological chemistry III (for SV),BIO-213
161867107,Nuclear Energy Systems,ETH-401
161867929,Semester Project Nuclear Engineering,ETH-590
161868017,"Renewable Energy Technologies II, Energy Storage and Conversion",ETH-431
161868049,Advanced Topics in Nuclear Reactor Materials,ETH-530; PHYS-456
161868167,Computational Multiphase Thermal Fluid Dynamics,ETH-433
161868435,Special Topics in Reactor Physics,ETH-404
161868651,Radioisotope and radiation applications,PHYS-450
162472479,Optimization methods in finance,MATH-370; MGT-708
163900539,Basics of microfluidics,MICRO-714
168658767,Advanced electroanalytical chemistry,CH-700; CH-700(1); CH-700(a)
188148569,Methods in single molecule biophysics,BIO-700
195435505,"Murs de soutènement : Sol, Fondation, Expression",AR-318
195439692,Enveloppe : la figure et le sens,AR-360
195440185,Analyse et démarche de projet territorial dans l'entre-deux des villes,ENG-350
195441521,Architecture et structures - La construction légère,AR-338
195442189,Le Léman des ingénieurs. Densité et potentiel des infrastructures utiles à la navigation,ENV-256
195442349,Développement durable: quartier résidentiel,ENV-269
195442527,Gestion des dangers naturels en montagne,CIVIL-262
195442754,"Valeurs territoriales et développement socioéconomique et culturel d'une région de montagne dépeuplée. Le cas du territoire des vallées de la Beaume et Drobie (Ardèche, France).",ENV-270
195443195,Structures tressées en bois,ENV-260
195443573,"Corporate identity : tatouage, t-shirt, cravates et accessoires",HUM-260
197294089,Lever de l'environnement construit,ENG-269
197295068,"Urban jam : flows, forward memory and territorial performance",AR-358
208350381,Neuroeconomics,MGT-710
214817947,Investments,FIN-405; MGT-611
218791453,"Advances in Economics of Decision making under risk, un-certainty and crisis situations, for young leaders ",MGT-612
227185455,Théorie et critique du projet BA5 (Dritsas),AR-301(e)
227191132,Théorie et critique du projet BA6 (Dias),AR-302(e)
227234245,Théorie et critique du projet MA1 (Lamunière),AR-401(i)
227235850,Théorie et critique du projet MA2 (Lamunière),AR-402(i)
227236658,Théorie et critique du projet MA3 (Lamunière),AR-501(i)
227260069,Théorie et critique du projet MA1 (Kirchhoff),AR-401(g)
227260224,Théorie et critique du projet MA2 (Barkow),AR-402(g)
227260296,Théorie et critique du projet MA3 (Kirchhoff),AR-501(g)
227262137,UE G : Digital Design and Production (Autumn),AR-417
227262559,UE G : Digital Design and Production (Spring),AR-418
227264786,UE J : Territoire et paysage (automne),AR-471(a)
227265065,UE J : Territoire et paysage (printemps),AR-472(b)
227270058,Théorie de l'espace,AR-461
227317652,Mécanique des sols et écoulements souterrains,CIVIL-203
227318009,Mécanique des structures I,CIVIL-222
227318424,Structures en béton,CIVIL-234
227318683,Structures en métal,CIVIL-235
227322132,"Signals, instruments, and systems",ENG-366
228377622,Advanced energetics,ME-451
228378950,Commande avancée,ME-524
228381203,Commande non linéaire,ME-523
228381963,"Conception, modélisation et simulation de systèmes de production",ME-499
228382913,Conception mécanique,ME-418
228383314,Contact mechanics and nonsmooth tribology,ME-434
228383796,Engines and fuel cells,ME-551
228384077,Hydrodynamique acoustique,ME-443
228384311,Identification de systèmes dynamiques,ME-421
228388554,Modelling and optimization of energy systems,ME-454
228388747,Numerical flow simulation,ME-474
228388903,Numerical methods in heat transfer,ME-571
228389155,Powerplants and heat pumps,ME-459
228390459,Production management,ME-419
228390629,Renewable energy,ME-460
228391377,Rhéologie des matériaux,ME-431
228393085,Systèmes mécatroniques,ME-424
228393445,Systèmes multivariables,ME-324; ME-423
229369972,Bio-inspired artificial intelligence,MICRO-551
229613299,Projet en technologies biomédicales,MICRO-563; MICRO-563(a); MICRO-563(b)
229720940,Biomedical signal processing,EE-512
229724691,Thermodynamique pour la science des matériaux,MSE-204
229733923,Phénomènes de transfert en science des matériaux,MSE-209
229734572,Introduction to nanomaterials,MSE-479
229734640,Advanced nanomaterials,MSE-477
229734874,"Organic electronic materials - synthesis, applications, properties",MSE-486
229735083,Pro-seminar in semiconductor nanomaterials,MSE-487
229735212,Supramolecular aspects of polymeric materials,MSE-488
229738163,Fundamentals & processes for photovoltaic devices,MICRO-565
229744343,Opto- and macroelectronic materials,MICRO-566
229902261,B1.4 Système locomoteur - Biomécanique,ME-381; UNIL-125
229912643,Financial & managerial accounting,MGT-481
229913238,"Marketing, innovation, and new product development",MGT-401
229913760,Macrofinance,FIN-406
229971214,Sécurité et fiabilité,CIVIL-237; CIVIL-337
229971660,Analyse de risques,CIVIL-438
229986522,Micro-économie,MGT-454
229987786,Econometrics,FIN-403
229988060,Quantitative methods in finance,FIN-402
229988298,Advanced derivatives,FIN-503
229988862,Cases in finance,FIN-502
230002415,Derivatives,FIN-404
230003664,Advanced topics in financial econometrics,FIN-521
230003798,Private equity,FIN-522
230265995,Computer algebra,MATH-316
230266321,Géométrie et groupes,MATH-315
230267386,Modèles de régression,MATH-341
230298570,Mathematics of Machine Learning,MATH-464
230298691,Analysis on groups,MATH-416
230298808,Classical groups,MATH-415
230299624,Geometric mechanics,MATH-424
230301204,Numerical integration of dynamical systems,MATH-452
230322474,Statistical analysis of genetic data,MATH-446
230323223,Théorie des ensembles,MATH-318
230323482,Topics in number theory,MATH-417
230488596,Optimisation discrète,MATH-261
230597543,Logique mathématique,MATH-381; MATH-382
230665709,Chimie analytique expérimentale,CH-309(a); CH-309(b)
230666083,Introduction to electronic structure methods,CH-353
230666900,Artificial photosynthesis,CH-426
230671669,Functional materials,CH-447
230672285,Management of industrial production,ENG-434
230672732,Safety of chemical processes,ENG-431
230674840,Analyse IV,MATH-206
230676671,Physique des matériaux ,PHYS-307
230676763,Physique des nouveaux matériaux,PHYS-328
230678232,Astrophysics III : Stellar and galactic dynamics,PHYS-401
230678479,Astrophysics IV : Observational cosmology,PHYS-402
231606915,Mécanique des milieux continus (pour GC),CIVIL-125; CIVIL-225
231607233,Statique,CIVIL-124
231607947,Informatique (pour GC),CIVIL-260
231610008,Communication et Informatique pour l'ingénieur,ENG-270
231617900,"Génie sanitaire, gestion des eaux et des déchets",ENV-304
231672762,Sanitary engineering in developing countries,ENV-402
231677206,Distributed intelligent systems,ENG-466; ENG-466(a)
231685619,Géovisualisation environnementale,ENV-444
231896292,Space mission design and operations,EE-585
231899109,Introduction to multiprocessor architecture (jusqu'en 2012),CS-370
231901032,Concurrent algorithms,CS-453
231904756,Navigation Techniques,ENV-543
231957235,Optional project in communication systems,COM-507
231957545,Optional project in computer science,CS-596; CS-597
231957812,Program parallelization on PC clusters,CS-425
232190078,Biologie du développement,BIO-221
232192367,Mass and energy balances for engineers,ENG-311
232193138,Travaux pratiques de physiologie (Groupe B),BIOENG-375(b)
232193371,Travaux pratiques de physiologie (Groupe A),BIOENG-375(a)
232193524,Biotechnology lab I (Group B),BIOENG-333
232193585,Biotechnology lab I (Group A),BIOENG-332
232275280,Introduction to lab methods,BIOENG-500
232275769,Introduction to lab practices I,BIOENG-501
232275820,Introduction to lab practices II,BIOENG-502
232275878,Introduction to lab practices III,BIOENG-503
232278136,IGEM project in synthetic biology,BIO-318
232285474,Translational research in Life Sciences,BIO-440
232289697,Neurosciences I : molecular neuroscience and neurodegeneration,BIO-480
232289783,Neurosciences II : cellular neuroscience and networks,BIO-482
232289936,Neurosciences III : behavioral and cognitive neuroscience,BIO-481; BIO-483
233904839,Géométrie différentielle et théorie du potentiel,MATH-426
234126284,Flow numerical simulations in hydraulic turbomachines,ME-458
234126307,Particle-based methods,ME-476
234133976,Traitement quantique de l'information I,PHYS-329
234134225,Traitement quantique de l'information II,PHYS-330
234597759,Stage d'ingénieur (master en Génie chimique et Biotechnologie),ChE-596
234835632,Enjeux climatiques,HUM-101
234835654,Représentations du futur,HUM-105
234835709,Organisations et pouvoirs,HUM-103
234835739,"Inégalités, différences et discriminations",HUM-108
234835809,Production des savoirs,HUM-104
234835887,Médias et société A,HUM-110
234835927,Le corps : pratiques et représentations,HUM-107
234836085,Le cerveau et l'esprit,HUM-106
234836188,L'art et ses discours,HUM-102
234860451,La mondialisation,HUM-109
234886352,Analyse sectorielle,MGT-453
234942692,Asie : histoire contemporaine (XIXe et XXe),HUM-203
234942928,Asie : enjeux actuels,HUM-223
234980553,Asie contemporaine : le cas du Sud-Est,HUM-324
235164775,Mythologies méditeranéennes : violence et sacrifice,HUM-314
235164821,Histoire internationale : les révolutions du XXe siècle,HUM-312
235164948,Histoire de l'image : arts plastiques et cinéma,HUM-311
235165019,Religions et littérature dans la tradition occidentale,HUM-318
235165046,"Philosophie, épistémologie et histoire des sciences : la physique",HUM-315
235165072,Bioéthique : principes généraux,HUM-303
235165125,Cyberculture et nouveau médias,HUM-304
235165152,"Genre, métiers et professions",HUM-334
235165183,Psychologie sociale : les rapports de domination,HUM-317
235165209,Gestion et organisation : analyse et contrôle,HUM-310
235165236,Arts visuels : perception-interaction,HUM-301
235165262,Mythologies méditeranéennes : travail en groupe par projet,HUM-339
235165288,Analyse d'images : arts plastiques et cinéma,HUM-321
235165314,Développement durable : séminaire,HUM-328
235165340,Évolution technique : une histoire sociale et culturelle,HUM-330
235165366,"Science et littérature : fantastique, merveilleux, science fiction",HUM-345
235165392,Gestion des organisations : études de cas,HUM-335
235165418,"Histoire, religions et cultures : le cas de la Shoah",HUM-336
235165453,"Philosophie, épistémologie et histoire des sciences : ateliers",HUM-238
235165521,Philosophie des émotions,HUM-341
235165636,"Médias, propagande et publicité",HUM-337
235230796,Pensée économique et enjeux contemporains,HUM-340
235230904,Psychologie sociale : ateliers,HUM-343
235231171,Asie contemporaine : le cas de la Chine,HUM-323
235231257,Arts visuels : penser - classer,HUM-322
235231355,Sociologie des professions,HUM-320
235231440,Atelier d'écriture,HUM-325
235231621,Mythologie : récits de création et systèmes de représentation du monde,HUM-215
235231825,"Mythologie : Dieux, héros et monstres dans les mythologies de la Méditerranée ancienne",HUM-237
235232086,Gestion des Organisations : leadership et management,HUM-210; HUM-210(a); HUM-210(b)
235232193,"Technologies, société et culture : approches historiques",HUM-221
235424199,Grands courants religieux dans la modernité occidentale,HUM-211
235424225,Science et littérature : mondes imaginaires,HUM-219; HUM-352
235424278,"Philosophie, épistémologie et histoire des sciences : la biologie",HUM-216
235424304,Ethique et droit,HUM-207
235424357,Communication et culture médiatique,HUM-204
235424383,Introduction à la psychologie cognitive,HUM-213
235424414,Arts visuels : pratiques contemporaines,HUM-202
235424451,Pouvoirs expressifs de la musique : aux confins de la folie,HUM-217
235424527,Psychologie sociale de la persuasion,HUM-218
235424562,État et droits humains,HUM-208
235424594,Histoire culturelle : quelques produits qui font l'histoire,HUM-231
235424622,Psychologie de l'influence sociale,HUM-240
235424693,Histoire et théorie du cinéma,HUM-233
235424723,Histoire des technologies : mobilité et communication,HUM-232; HUM-330
235424749,"Le religieux, situation contemporaine",HUM-235
235424775,Science et littérature : voyage et connaissance,HUM-241
235424792,L'esprit dans tous ses états,HUM-236
235424842,Ethique et responsabilité,HUM-227
235424868,Psychologie cognitive : raison et émotion,HUM-239
235424899,Théories et pratiques musicales de l'interprétation historique,HUM-242
235424925,"Développement durable et globalisation :  enjeux, défis, perspectives",HUM-226
235424960,Le droit des affaires,HUM-234
235424986,Arts visuels : expériences à partir du campus EPFL,HUM-222
235425259,Stratégie d'entreprise I,HUM-421(A); HUM-421(a)
236283202,Real options and financial structuring,FIN-410
236465273,"Risques, expertises, controverses",HUM-344
237114473,Circuits et systèmes I (EL),EE-204
237114540,Circuits et systèmes II (EL),EE-205
237350043,Théorie et critique du projet BA5 (Tümertekin),AR-301(f)
237362386,Théorie et critique du projet BA6 (Taylor),AR-302(g)
237883111,Théorie et critique du projet MA1 (Rebelo),AR-401(h)
237895918,Théorie et critique du projet MA3 (Rebelo),AR-501(h)
238465517,Advanced Course in Combinatorial Geometry & Optimization I,MATH-735; MATH-735(1)
238851161,Transport and magnetism in solids,PHYS-629
238855487,Scientific writing for biomedical articles (Fall),BIO-642; BIO-686; BIO-686(A)
238861407,Advanced Topics in Software Systems,CS-617
238861829,Advanced Topics in Distributed Systems,CS-616
240469823,Neocortical control of movement,BIO-701
240587750,Nanoscale MOSFETs and beyond CMOS devices,MICRO-611
241135439,Introduction to planetary sciences,EE-586
241288750,Cognitive Vision for Cognitive Systems,EE-700
241290048,Speech Signal Processing,EE-705
241560337,Estimation Theory,EE-604
241587112,Stochastic calculus for Finance,FIN-409
241587241,Statistical Sequence Processing,EE-605
241591401,Advanced image processing and analysis,EE-707
241595393,Optimal control,EE-715
241605190,Advanced microwaves for wireless communications,EE-712
241606295,Brain-computer interaction,EE-514; EE-713
241608199,Nonlinear signal modeling and prediction,EE-714
241831350,Databases,CS-322
242049066,"La ville, un espace en mouvement",AR-601
242340974,Applications en supraconductivité,EE-579
243429820,Frontiers in nanosciences,PHYS-407
243688897,Chimie biologique II,BIO-212
243791097,Projet CSE I,MATH-591
243791456,Projet CSE II,MATH-592
243791526,Projet CSE III,MATH-593
245359546,Introduction to contemporary Asian civilizations,HUM-480
245361215,Summer School Shanghai/Bangalore ,HUM-482
245361688,Research project in asian studies (Part 4) (only at the 3rd semester of the master),HUM-483
245363666,Langue et culture : Mandarin,HUM-424
245363878,Langue et culture : Hindi,HUM-423
249321531,Hydrodynamics,ME-444
249340291,Analyse des problèmes publics,HUM-201
249341413,Genre et savoirs,HUM-230; HUM-333
249346625,Histoire économique et sociale (XIX-XXIe siècles),HUM-212
249347297,Sociologie du travail,HUM-220
249349171,Les fondements du langage et de la communication,HUM-214
249353044,Design industriel I,HUM-206
249353276,Design graphique et interactif I,HUM-205
249355947,Design industriel II,HUM-225
249356091,Design graphique et interactif II,HUM-224
249359872,Droit de la recherche technologique,HUM-307
249365034,Psychologie cognitive : mémoire et apprentissage,HUM-316
249366386,Études sociales des sciences,HUM-229
249370708,Musique et société : de Jelly Roll Morton à Art Tatum,HUM-313
249371091,Design industriel III,HUM-306
249373299,Design graphique et interactif III,HUM-305
249374328,Pouvoirs expressifs de la musique : l'humeur noire de la mélancolie,HUM-342
249376043,Design industriel IV,HUM-327
249376706,Design graphique et interactif IV,HUM-326
249729160,Asie : le tourisme au Japon et en Thaïlande,HUM-302
249730357,Géopolitique et politique de la mondialisation I,HUM-415(a)
249730431,Hommes / Machines I,HUM-416(a)
249733442,Géopolitique et politique de la mondialisation II,HUM-415(b)
249734515,Hommes / Machines II,HUM-416(b)
249735026,Understanding modern Switzerland I,HUM-422(A); HUM-422(a)
249735109,Understanding modern Switzerland II,HUM-422(B); HUM-422(b)
249735302,Droit et technique I,HUM-410(a)
249735336,Droit et technique II,HUM-410(b)
249736111,Énergie et société I,HUM-411(a)
249736155,Énergie et société II,HUM-411(b)
249736253,Stratégie d'entreprise II,HUM-421(B); HUM-421(b)
249748789,Design graphique et interactif V,HUM-407(a)
249748863,Design graphique et interactif VI,HUM-407(b)
249749117,Design industriel V,HUM-408(a)
249749202,Design industriel VI,HUM-408(b)
250986010,Introduction to chemical engineering I,ChE-201
250991626,Computational methods in molecular quantum mechanics,CH-452
257434376,Chimie biologique I (pour SV),BIO-111
259499633,"Chimie organique (pour BIO, PHA)",CH-171; CH-172; UNIL-106
260077218,Immunology,BIO-371; BIO-479
260077392,Microbiology,BIO-372
260079039,Chimie TP I ,CH-108(a)
260079329,Chimie TP II,CH-109(a)
260830090,Life sciences (for GM),BIO-108
261170939,Études sociales des sciences : Chapitres choisis,HUM-332
266851392,Projet de master en génie nucléaire,PHYS-501(a); PHYS-501(b); PHYS-598
266857003,Introduction to Algebraic geometry,MATH-428; MATH-740
266857562,Advanced Topics in Numerical Modelling for PDEs,MATH-741
266859472,Randomized Algorithms 2011,MATH-644
271439550,Biomolecular structure and mechanics,BIO-315
272164248,Advanced Topics in Mathematical Finance,MGT-712
280633973,Moyen-Orient contemporain,HUM-338
280638699,Theory and practice of cultural studies,HUM-425
288957675,"Genre, savoirs et société",HUM-230
297268599,Theoretical corporate finance,FIN-601
297396265,Financial econometrics (EDFI),FIN-602
297397946,Dynamic Asset Pricing,FIN-603
317975583,Game Theory,FIN-600
320530415,Digital 3D Geometry Processing,CS-446; CS-619
321155949,"The Hornbach experience, learning from vernacular",ENG-226
321156012,Re-Lever de l'environnement construit,ENG-271
321156146,Les carrières de pierre naturelle et leur intégration dans l'environnement,ENV-258
321156837,Réhabilitation urbaine durable,ENV-371
321156939,Intégration architecturale de l'énergie solaire,CIVIL-363
321157060,L'entre-deux des villes et l'urbanité,AR-350; PENS-305
321157160,Learning from vernacular,AR-326
321157184,Acoustique et mobilité,CIVIL-362
321157395,Mapping controversies,HUM-386
323415688,Murs de soutènement en milieu urbain,AR-318
327334098,Quantum theory of solids,MSE-615
327700161,Espaces publics et mobilité : projets interdisciplinaires,AR-254; AR-282
331026780,Mathematics for Financial Economics,FIN-606
335090776,Managerial Decision Making: Theoretical Foundations and Implications for Research in Technology Management,MGT-617
335099187,Integrated risk management,MGT-618
335112537,Empirical Corporate Finance,FIN-700
338340784,Fundamentals of traffic operations and control,CIVIL-457
348209084,Socio-économie de l'habitat,AR-281
348210408,Structures et matériaux I,AR-239
348210501,Structures et matériaux II,AR-240
348211982,Théorie de l'urbanisme I,AR-260; AR-261
348604102,Rock mechanics and tunnel engineering,CIVIL-304
348606196,Conception des infrastructures de transport,CIVIL-350
348606859,Ouvrages géotechniques,CIVIL-306
348607028,Mécanique des structures II,CIVIL-322
348607885,Transportation systems engineering,CIVIL-351
348608416,Hydrology for engineer,ENV-221
348614784,Socio-économie des villes et des territoires,AR-388
348615098,Selected topics in mechanics of solids and structures,CIVIL-527
348620993,"UE A : Espace public de la ville, documentation et analyse historiques",AR-473
348621857,UE H : Graphie I,AR-413
348623081,UE L : Graphie II,AR-416
348623975,Introduction à la commande des systèmes dynamiques,ME-273
348625395,Option studio Urban planning,AR-475
348634646,Geomonitoring,ENV-445
348637209,Analyse et management des risques industriels,ENV-508
348637649,Fate and behaviour of organic pollutants,ENV-507
348638768,Design et management de projet SIG,ENV-547
348641578,Geoinformatics,ENV-546
348698790,Arts visuels et architecture II,AR-410
348698847,Arts visuels et architecture I,AR-419
348700183,Comprendre la ville et concevoir le projet,AR-477
348700574,Planification territoriale,AR-455
348701447,Urbanisme en Asie,AR-456
348715502,Circuits et systèmes I,EE-204
348716744,Circuits and systems II,EE-205
348718726,Introduction to computer graphics,CS-341
348719454,Software development project,CS-306
348759561,Advanced probability,COM-417
348760034,Automatic speech processing,EE-554
348761303,Foundations of imaging science,CS-445
348762427,Functional system-on-chip verification,EE-531
348783694,Gödel and recursivity,MATH-483
348806060,IT security engineering,COM-418
348810112,VLSI design I + EDA TP,EE-430(TP); EE-430(a)
350462476,Biochemistry II,CH-313
350468544,Biologie moléculaire,BIO-201
350476084,Histoire des mathématiques,MATH-192
350477358,Pharmacological chemistry,CH-414
350477456,Molecular quantum dynamics ,CH-453
350477614,Modern chemical dynamics,CH-454
350478895,Advanced materials for photovoltaics and lighting applications,CH-447
350840639,Cellular biology and biochemistry for mechanical engineers,BIO-108
350847112,Pharmaceutical biotechnology,BIOENG-437
350848359,Eco-friendly production of the chemicals and process intensification,ChE-408
350849052,Physiologie par systèmes I,BIO-376
350849178,Physiologie par systèmes II,BIO-377
350860841,Advanced optics,MICRO-420
350860854,Imaging optics,MICRO-421
350861389,Audio,EE-548
350863498,Introduction à l'acoustique appliquée,EE-547
351053875,Biologie cellulaire et moléculaire I,BIO-100; BIO-205
351087007,Biothermodynamics,BIO-241
351088070,Mass and energy balances,BIO-242
351098607,Biologie cellulaire et moléculaire II,BIO-205; BIO-207
351098756,Biologie cellulaire et moléculaire III,BIO-206
352053926,Chimie organique et macromoléculaire,MSE-211
352055084,Propriétés fonctionnelles des matériaux,MSE-210
352055877,"Ceramics, structures and properties",MSE-231
352056029,Déformation et rupture des matériaux,MSE-310
352056116,Theory of materials : from structures to properties I,MSE-300(a)
352056124,Théorie des matériaux : de la structure aux propriétés II,MSE-300(b)
352059100,Research project in materials I,MSE-490(a)
352059163,Research project in materials II,MSE-490(b)
352059962,Matériaux pierreux et conservation du patrimoine bâti,MSE-472
352060199,Advanced semiconductor nanomaterials,MSE-487
352067537,Projets en informatique (pour SV),CS-116
352072600,Project in bioengineering and biosciences,BIOENG-390
352108264,Fourier analysis and boundary value problems,ENV-614
352250335,Optimization and simulation,MATH-600
352252328,Modélisation mathématique et computationnelle en biologie,BIO-341
352254240,Neuroscience for engineers,BIO-382
352254973,Genomics and bioinformatics,BIO-463
352255514,Genomics and network architecture,BIO-448
352255744,Advanced bioengineering methods laboratory,BIOENG-444
352257185,Biotechnology lab (for SV and CGC),BIOENG-433
352259786,Signal processing for functional brain imaging,MICRO-513
352261125,Integrative biomechanics,ME-483
352617902,Applied probability & stochastic processes,COM-419; MGT-484
352619105,Artificial organs and systems,BIOENG-441
352619709,Chemical biology - tools and methods,BIOENG-447
352623822,Optimal decision analysis,MGT-483
352624403,Principles of finance,MGT-482
352624843,Principles of microeconomics,MGT-454
352625368,Corporate strategy,MGT-400
352628271,Economics of innovation,MGT-501
352628726,Entrepreneurship & new venture strategy,MGT-413
352630597,"Industry dynamics, models & trends",MGT-453
352632242,Strategic marketing & technology commercialization,MGT-401
352632513,Technology & innovation management,MGT-405
353793265,Snow Hydrology,ENV-525
353831231,Information Systems,MGT-429
353831841,Logistique et analyse de la demande,MGT-426
353834062,Management de projet et analyse du risque,MGT-427
353942416,Quantitative systems modeling techniques,MGT-430
353944295,Early detection: from weak signal analysis to algorithmic creativity,MGT-500
353944428,Executive lecture series,MGT-406
353944999,Innovation & management in the energy industry,MGT-407
353945298,Leadership & human resource management in a global context,MGT-468
353945800,Negotiation techniques,MGT-466
353946213,Presentation skills,MGT-469
353946399,Technology strategy & corporate entrepreneurship,MGT-503
353951319,Stochastic calculus,FIN-408
353953884,Computational game theory & applications,CS-436
354333046,Microcontrôleurs et conception de systèmes numériques,EE-208
354337707,Systèmes embarqués microprogrammés,EE-310
354352828,Dispositifs micro- nanoélectroniques,EE-333; EE-335
354366234,"Systems, architectures and methodologies for information and signal processing",EE-555
354366412,Bio-electronics and biosensors,EE-510
354366705,HF and VHF circuits and techniques II,EE-525
354372781,Spacecraft onboard processing and interfaces,EE-583
354379488,Homotopie et homologie,MATH-324
354380321,Computational physics III,PHYS-332
354383074,Introduction to the finite elements method,MATH-350
354383690,Stage d'ingénieur (master en Ingénierie physique),PHYS-596
354389980,Multi-phase flow,ETH-434
354953867,Algebraic K-theory,MATH-419
